,production_companies
212,"                                     name     id
0                        Lions Gate Films     35
1  Twentieth Century Fox Film Corporation    306
2               Centropolis Entertainment    347
3                 Mark Gordon Productions  11362
4                    Mel's Cite du Cinema  54502"
213,"                                                name     id
0                                 Paramount Pictures      4
1                          Cruise/Wagner Productions     44
2  Munich Film Partners & Company (MFP) MI2 Produ...  51199"
214,"                                 name     id
0                        Warner Bros.   6194
1  Baltimore Spring Creek Productions  16061
2                 Radiant Productions  18990"
215,"                                     name     id
0                 Ingenious Film Partners    289
1  Twentieth Century Fox Film Corporation    306
2                           1492 Pictures    436
3                      Dune Entertainment    444
4              Constantin Film Produktion   5755
5             Bernd Eichinger Productions  10881
6                      Marvel Enterprises  19551"
216,"                      name     id
0  Ingenious Film Partners    289
1          Ingenious Media    290
2       Dune Entertainment    444
3        Fox 2000 Pictures    711
4   Big Screen Productions  10893
5           Haishang Films  13480"
217,"                              name     id
0    Columbia Pictures Corporation    441
1                 Relativity Media   7295
2      Michael De Luca Productions  11370
3               Marvel Enterprises  19551
4             Crystal Sky Pictures  20241
5                           GH One  20475
6  Vengeance Productions Pty. Ltd.  20476"
218,"                                   name     id
0          The Kennedy/Marshall Company    862
1               Captivate Entertainment  25716
2                    Pearl Street Films  29313
3                       Double Negative  31922
4  Perfect World (Beijing) Pictures Co.  83871"
219,"                          name     id
0            Columbia Pictures      5
1  Wonderland Sound and Vision   4022
2       Tall Trees Productions  10239
3            Flower Films (II)  19813"
220,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                      Dune Entertainment    444
2                  Scott Free Productions   1645
3                  Brandywine Productions  19747"
221,"                          name    id
0            Columbia Pictures     5
1  Sony Pictures Entertainment  5752"
222,"                                name     id
0                   TriStar Pictures    559
1               Media Rights Capital   2531
2  Sony Pictures Entertainment (SPE)   7431
3                  QED International  11029
4                         Alpha Core  18209
5                        Genre Films  28788
6          Simon Kinberg Productions  31076"
223,"             name     id
0  One Race Films   7154
1  Radar Pictures  14718"
224,"                        name    id
0          Columbia Pictures     5
1       Strike Entertainment   655
2  Metro-Goldwyn-Mayer (MGM)  8411"
225,"                        name     id
0  Village Roadshow Pictures     79
1          Studio Babelsberg    264
2       Anarchos Productions    450
3            Silver Pictures   1885
4               Warner Bros.   6194
5       Velocity Productions  12170"
226,"                name    id
0  Columbia Pictures     5
1       Gracie Films    18
2         Road Rebel  2648"
227,"                                     name     id
0                         Tree Line Films     84
1  Twentieth Century Fox Film Corporation    306
2                      Dune Entertainment    444
3                     Regency Enterprises    508
4                            Pink Machine  21845"
228,"                      name     id
0       Universal Pictures     33
1    Chernin Entertainment   7076
2         Relativity Media   7295
3  Monolith Pictures (III)  19647
4          Radical Studios  19648"
229,"        name  id
0  Lucasfilm   1"
230,"        name  id
0  Lucasfilm   1"
231,"                      name  id
0     Walt Disney Pictures   2
1  Pixar Animation Studios   3"
232,"                                     name     id
0  Twentieth Century Fox Film Corporation    306
1                        Donners' Company    431
2                    Marvel Entertainment   7505
3               Bad Hat Harry Productions   9168
4                  Big Screen Productions  10893
5                       TSG Entertainment  22213"
233,"        name  id
0  Lucasfilm   1"
234,"                   name   id
0  DreamWorks Animation  521"
235,"                                                 name     id
0                                     Constantin Film     47
1                               TF1 Films Productions    356
2                              Pathé Renn Productions    866
3                                     La Petite Reine   1992
4                                        Tri Pictures   1994
5                                       Sorolla Films   1995
6                                            Novo RPI   1996
7                                              Canal+   5358
8                                               uFilm   8676
9                                       Canal+ España   9335
10  Le Tax Shelter du Gouvernement Fédéral de Belg...  11921
11                           Les Editions Albert René  20409"
236,"                        name    id
0      Lion Rock Productions  2812
1  Metro-Goldwyn-Mayer (MGM)  8411"
237,"                     name     id
0      Universal Pictures     33
1  Perfect World Pictures  10338
2              Roth Films  16314"
238,"                 name    id
0  Paramount Pictures     4
1  Nickelodeon Movies  2348
2      Platinum Dunes  2481"
239,"               name    id
0      Warner Bros.  6194
1      Heyday Films  7364
2  Esperanto Filmoj  7470"
240,"                 name    id
0  Universal Pictures    33
1     Pacific Western  1280"
241,"                          name     id
0           Paramount Pictures      4
1           Nickelodeon Movies   2348
2               Platinum Dunes   2481
3                  5150 Action  47354
4  Gama Entertainment Partners  77208"
